IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.49.62,2082,2082,false,NRT,Asia Pacific,Tokyo,323,6.91
8.219.193.22,2087,2087,true,SIN,Asia Pacific,Singapore,80,6.91
8.219.248.47,2086,2086,false,SIN,Asia Pacific,Singapore,31,6.91
8.219.167.65,2053,2053,true,SIN,Asia Pacific,Singapore,55,6.91
8.219.102.252,8443,8443,true,SIN,Asia Pacific,Singapore,87,6.91
8.219.199.25,2053,2053,true,SIN,Asia Pacific,Singapore,87,6.91
47.245.52.202,2082,2082,false,NRT,Asia Pacific,Tokyo,207,6.91
8.219.229.46,2083,2083,true,SIN,Asia Pacific,Singapore,54,6.91
47.245.57.109,8080,8080,false,NRT,Asia Pacific,Tokyo,213,6.91
8.219.58.64,2053,2053,true,SIN,Asia Pacific,Singapore,72,6.90
8.222.197.27,2082,2082,false,SIN,Asia Pacific,Singapore,17,6.90
8.222.187.4,8080,8080,false,SIN,Asia Pacific,Singapore,12,6.90
8.219.1.137,2087,2087,true,SIN,Asia Pacific,Singapore,46,6.90
8.219.242.37,8080,8080,false,SIN,Asia Pacific,Singapore,19,6.90
8.219.101.138,2052,2052,false,SIN,Asia Pacific,Singapore,23,6.90
8.219.123.35,2096,2096,true,SIN,Asia Pacific,Singapore,124,6.89
47.74.16.255,2087,2087,true,NRT,Asia Pacific,Tokyo,169,6.89
47.91.25.66,2052,2052,false,NRT,Asia Pacific,Tokyo,132,6.89
8.219.207.43,2096,2096,true,SIN,Asia Pacific,Singapore,69,6.89
47.91.14.47,2053,2053,true,NRT,Asia Pacific,Tokyo,80,6.89
47.91.28.22,8880,8880,false,NRT,Asia Pacific,Tokyo,300,6.89
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,11,6.89
47.245.14.216,2083,2083,true,NRT,Asia Pacific,Tokyo,88,6.89
47.245.107.174,2083,2083,true,SIN,Asia Pacific,Singapore,54,6.89
8.219.170.223,8080,8080,false,SIN,Asia Pacific,Singapore,25,6.88
8.217.167.88,80,80,false,HKG,Asia Pacific,Hong Kong,39,6.88
47.245.86.243,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.88
47.74.25.243,2086,2086,false,NRT,Asia Pacific,Tokyo,75,6.88
47.245.37.41,2095,2095,false,NRT,Asia Pacific,Tokyo,321,6.88
8.222.193.208,2086,2086,false,SIN,Asia Pacific,Singapore,20,6.88
8.219.40.255,2052,2052,false,SIN,Asia Pacific,Singapore,6,6.88
8.222.214.137,2086,2086,false,SIN,Asia Pacific,Singapore,12,6.88
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,29,6.88
47.245.110.187,2095,2095,false,SIN,Asia Pacific,Singapore,19,6.88
8.222.248.36,2083,2083,true,SIN,Asia Pacific,Singapore,73,6.87
8.219.223.133,2087,2087,true,SIN,Asia Pacific,Singapore,146,6.87
8.219.97.179,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.87
8.219.142.191,2083,2083,true,SIN,Asia Pacific,Singapore,98,6.86
47.245.4.22,2052,2052,false,NRT,Asia Pacific,Tokyo,275,6.86
47.245.10.164,2082,2082,false,NRT,Asia Pacific,Tokyo,358,6.86
8.219.111.147,2096,2096,true,SIN,Asia Pacific,Singapore,100,6.86
8.222.254.91,80,80,false,SIN,Asia Pacific,Singapore,21,6.85
8.222.137.192,2083,2083,true,SIN,Asia Pacific,Singapore,104,6.85
47.245.42.162,2053,2053,true,NRT,Asia Pacific,Tokyo,212,6.85
8.219.104.242,8443,8443,true,SIN,Asia Pacific,Singapore,114,6.85
8.219.237.156,8080,8080,false,SIN,Asia Pacific,Singapore,9,6.85
8.209.248.161,2052,2052,false,NRT,Asia Pacific,Tokyo,143,6.85
8.219.106.15,8443,8443,true,SIN,Asia Pacific,Singapore,91,6.85
8.219.104.242,2087,2087,true,SIN,Asia Pacific,Singapore,103,6.85
8.222.239.214,2082,2082,false,SIN,Asia Pacific,Singapore,7,6.85
47.74.13.94,8080,8080,false,NRT,Asia Pacific,Tokyo,121,6.85
47.245.4.219,80,80,false,NRT,Asia Pacific,Tokyo,189,6.84
47.91.10.228,2052,2052,false,NRT,Asia Pacific,Tokyo,84,6.84
8.219.140.1,8880,8880,false,SIN,Asia Pacific,Singapore,18,6.84
8.222.214.137,2087,2087,true,SIN,Asia Pacific,Singapore,115,6.84
8.219.201.174,8443,8443,true,SIN,Asia Pacific,Singapore,50,6.84
8.219.103.57,2083,2083,true,SIN,Asia Pacific,Singapore,47,6.84
8.222.198.105,2052,2052,false,SIN,Asia Pacific,Singapore,22,6.84
8.219.241.19,2086,2086,false,SIN,Asia Pacific,Singapore,324,6.84
8.219.126.3,2086,2086,false,SIN,Asia Pacific,Singapore,27,6.83
47.91.15.247,2052,2052,false,NRT,Asia Pacific,Tokyo,117,6.83
47.245.110.233,2083,2083,true,SIN,Asia Pacific,Singapore,96,6.83
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,20,6.83
8.222.212.172,8443,8443,true,SIN,Asia Pacific,Singapore,76,6.83
47.74.36.83,8880,8880,false,NRT,Asia Pacific,Tokyo,123,6.83
8.222.193.65,8880,8880,false,SIN,Asia Pacific,Singapore,37,6.83
8.219.222.98,8080,8080,false,SIN,Asia Pacific,Singapore,15,6.83
47.245.121.221,2053,2053,true,SIN,Asia Pacific,Singapore,91,6.83
47.245.10.156,2053,2053,true,NRT,Asia Pacific,Tokyo,314,6.83
8.222.226.15,2052,2052,false,SIN,Asia Pacific,Singapore,19,6.83
8.222.201.231,8443,8443,true,SIN,Asia Pacific,Singapore,48,6.82
47.74.53.24,80,80,false,NRT,Asia Pacific,Tokyo,133,6.82
47.245.57.38,8880,8880,false,NRT,Asia Pacific,Tokyo,393,6.82
8.219.193.81,2052,2052,false,SIN,Asia Pacific,Singapore,54,6.82
47.91.2.165,8880,8880,false,NRT,Asia Pacific,Tokyo,106,6.82
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,98,6.82
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,63,6.82
47.245.15.39,2096,2096,true,NRT,Asia Pacific,Tokyo,76,6.82
8.219.67.50,2082,2082,false,SIN,Asia Pacific,Singapore,25,6.82
8.222.226.72,2053,2053,true,SIN,Asia Pacific,Singapore,128,6.81
47.245.37.29,2083,2083,true,NRT,Asia Pacific,Tokyo,339,6.81
8.219.140.1,8443,8443,true,SIN,Asia Pacific,Singapore,69,6.81
8.219.73.92,2053,2053,true,SIN,Asia Pacific,Singapore,127,6.81
47.236.0.98,8080,8080,false,SIN,Asia Pacific,Singapore,28,6.81
47.74.18.121,2053,2053,true,NRT,Asia Pacific,Tokyo,93,6.81
8.219.103.47,2083,2083,true,SIN,Asia Pacific,Singapore,84,6.81
8.222.198.105,443,443,true,SIN,Asia Pacific,Singapore,82,6.80
47.74.12.137,2096,2096,true,NRT,Asia Pacific,Tokyo,138,6.80
8.219.205.190,2086,2086,false,SIN,Asia Pacific,Singapore,18,6.80
8.219.61.52,2087,2087,true,SIN,Asia Pacific,Singapore,118,6.80
47.243.70.197,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,6.80
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,123,6.79
8.222.201.231,2095,2095,false,SIN,Asia Pacific,Singapore,8,6.79
8.219.98.13,8080,8080,false,SIN,Asia Pacific,Singapore,15,6.79
8.219.174.213,2095,2095,false,SIN,Asia Pacific,Singapore,16,6.79
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,72,6.79
8.219.195.47,2087,2087,true,SIN,Asia Pacific,Singapore,69,6.79
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,6.79
47.74.0.188,443,443,true,NRT,Asia Pacific,Tokyo,114,6.79
8.218.143.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,6.78
47.245.57.109,2053,2053,true,NRT,Asia Pacific,Tokyo,233,6.78
8.222.210.182,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.78
8.222.245.188,8080,8080,false,SIN,Asia Pacific,Singapore,27,6.78
47.74.41.52,2053,2053,true,NRT,Asia Pacific,Tokyo,389,6.78
8.219.238.145,8880,8880,false,SIN,Asia Pacific,Singapore,35,6.78
47.74.52.188,2086,2086,false,NRT,Asia Pacific,Tokyo,269,6.78
47.245.15.236,2052,2052,false,NRT,Asia Pacific,Tokyo,74,6.78
47.245.53.50,2053,2053,true,NRT,Asia Pacific,Tokyo,147,6.78
8.219.201.245,8443,8443,true,SIN,Asia Pacific,Singapore,42,6.78
47.236.8.245,2083,2083,true,SIN,Asia Pacific,Singapore,56,6.78
47.74.26.196,8080,8080,false,NRT,Asia Pacific,Tokyo,264,6.78
8.209.243.99,2095,2095,false,NRT,Asia Pacific,Tokyo,200,6.77
8.219.242.37,2052,2052,false,SIN,Asia Pacific,Singapore,12,6.77
47.245.90.75,2086,2086,false,SIN,Asia Pacific,Singapore,5,6.77
47.91.29.108,2095,2095,false,NRT,Asia Pacific,Tokyo,88,6.77
8.219.64.44,8443,8443,true,SIN,Asia Pacific,Singapore,68,6.77
8.219.248.47,2082,2082,false,SIN,Asia Pacific,Singapore,6,6.77
8.222.200.162,2083,2083,true,SIN,Asia Pacific,Singapore,100,6.77
8.219.181.1,8880,8880,false,SIN,Asia Pacific,Singapore,21,6.76
8.219.170.180,2086,2086,false,SIN,Asia Pacific,Singapore,4,6.76
47.245.13.93,2095,2095,false,NRT,Asia Pacific,Tokyo,91,6.76
8.219.199.25,2095,2095,false,SIN,Asia Pacific,Singapore,23,6.76
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,15,6.76
47.91.30.39,8080,8080,false,NRT,Asia Pacific,Tokyo,377,6.76
47.74.13.94,2083,2083,true,NRT,Asia Pacific,Tokyo,111,6.76
47.245.41.198,8080,8080,false,NRT,Asia Pacific,Tokyo,92,6.76
8.219.193.81,2087,2087,true,SIN,Asia Pacific,Singapore,97,6.76
8.219.152.195,2053,2053,true,SIN,Asia Pacific,Singapore,94,6.75
47.74.16.67,2095,2095,false,NRT,Asia Pacific,Tokyo,187,6.75
47.74.14.85,2052,2052,false,NRT,Asia Pacific,Tokyo,371,6.75
8.222.137.192,80,80,false,SIN,Asia Pacific,Singapore,19,6.75
47.245.59.244,2083,2083,true,NRT,Asia Pacific,Tokyo,93,6.75
8.222.221.163,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.75
8.219.179.34,2086,2086,false,SIN,Asia Pacific,Singapore,246,6.75
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,8,6.75
47.245.52.202,8443,8443,true,NRT,Asia Pacific,Tokyo,332,6.74
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,10,6.74
8.219.116.111,8080,8080,false,SIN,Asia Pacific,Singapore,16,6.74
47.245.2.231,2096,2096,true,NRT,Asia Pacific,Tokyo,86,6.74
47.245.33.158,2052,2052,false,NRT,Asia Pacific,Tokyo,181,6.74
8.222.181.177,80,80,false,SIN,Asia Pacific,Singapore,14,6.74
8.222.241.42,2083,2083,true,SIN,Asia Pacific,Singapore,143,6.74
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,98,6.74
8.222.252.49,2083,2083,true,SIN,Asia Pacific,Singapore,83,6.74
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,4,6.74
8.218.181.189,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,6.74
47.91.28.22,2087,2087,true,NRT,Asia Pacific,Tokyo,209,6.73
47.74.16.255,2082,2082,false,NRT,Asia Pacific,Tokyo,377,6.73
47.245.11.62,2086,2086,false,NRT,Asia Pacific,Tokyo,78,6.73
47.91.21.149,8880,8880,false,NRT,Asia Pacific,Tokyo,78,6.73
8.219.117.145,2086,2086,false,SIN,Asia Pacific,Singapore,45,6.73
47.236.0.98,8880,8880,false,SIN,Asia Pacific,Singapore,64,6.72
47.74.45.143,2096,2096,true,NRT,Asia Pacific,Tokyo,157,6.72
8.222.162.31,2086,2086,false,SIN,Asia Pacific,Singapore,23,6.72
8.219.229.46,2082,2082,false,SIN,Asia Pacific,Singapore,124,6.72
8.217.147.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,6.72
47.74.43.95,2087,2087,true,NRT,Asia Pacific,Tokyo,80,6.72
8.222.175.6,443,443,true,SIN,Asia Pacific,Singapore,134,6.72
47.245.54.140,2053,2053,true,NRT,Asia Pacific,Tokyo,230,6.72
8.219.245.187,2086,2086,false,SIN,Asia Pacific,Singapore,30,6.71
8.219.141.174,2086,2086,false,SIN,Asia Pacific,Singapore,25,6.71
47.245.3.226,2095,2095,false,NRT,Asia Pacific,Tokyo,116,6.71
47.245.34.36,8880,8880,false,NRT,Asia Pacific,Tokyo,75,6.71
8.219.76.182,8880,8880,false,SIN,Asia Pacific,Singapore,4,6.71
8.222.241.42,8080,8080,false,SIN,Asia Pacific,Singapore,4,6.71
47.74.32.38,2095,2095,false,NRT,Asia Pacific,Tokyo,310,6.71
8.219.238.145,80,80,false,SIN,Asia Pacific,Singapore,21,6.71
8.222.245.94,8880,8880,false,SIN,Asia Pacific,Singapore,7,6.71
47.245.32.215,80,80,false,NRT,Asia Pacific,Tokyo,196,6.71
47.236.112.103,2082,2082,false,SIN,Asia Pacific,Singapore,34,6.71
8.210.250.120,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,6.70
47.91.3.87,8080,8080,false,NRT,Asia Pacific,Tokyo,198,6.70
8.222.195.50,2095,2095,false,SIN,Asia Pacific,Singapore,11,6.70
8.219.160.178,8080,8080,false,SIN,Asia Pacific,Singapore,25,6.70
8.210.250.120,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,6.70
47.245.39.28,8443,8443,true,NRT,Asia Pacific,Tokyo,214,6.70
47.245.11.216,80,80,false,NRT,Asia Pacific,Tokyo,77,6.70
47.236.13.236,8880,8880,false,SIN,Asia Pacific,Singapore,17,6.70
8.219.179.34,443,443,true,SIN,Asia Pacific,Singapore,54,6.70
47.236.15.77,2087,2087,true,SIN,Asia Pacific,Singapore,119,6.70
8.219.193.81,2053,2053,true,SIN,Asia Pacific,Singapore,139,6.69
8.219.238.145,2087,2087,true,SIN,Asia Pacific,Singapore,64,6.69
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,82,6.69
8.222.244.123,8080,8080,false,SIN,Asia Pacific,Singapore,14,6.69
47.91.31.231,2083,2083,true,NRT,Asia Pacific,Tokyo,133,6.69
8.210.250.120,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,6.69
8.222.138.164,2083,2083,true,SIN,Asia Pacific,Singapore,31,6.69
8.219.6.157,2096,2096,true,SIN,Asia Pacific,Singapore,96,6.69
47.236.103.64,2083,2083,true,SIN,Asia Pacific,Singapore,51,6.69
8.222.245.188,2053,2053,true,SIN,Asia Pacific,Singapore,142,6.68
47.74.52.104,2082,2082,false,NRT,Asia Pacific,Tokyo,168,6.67
47.245.7.212,8880,8880,false,NRT,Asia Pacific,Tokyo,78,6.67
8.219.240.160,2086,2086,false,SIN,Asia Pacific,Singapore,29,6.67
8.219.72.50,8880,8880,false,SIN,Asia Pacific,Singapore,23,6.67
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.67
8.219.142.30,2086,2086,false,SIN,Asia Pacific,Singapore,6,6.66
8.222.207.208,2052,2052,false,SIN,Asia Pacific,Singapore,18,6.66
8.209.255.195,2082,2082,false,NRT,Asia Pacific,Tokyo,342,6.65
8.222.254.91,2083,2083,true,SIN,Asia Pacific,Singapore,42,6.65
8.219.210.64,8080,8080,false,SIN,Asia Pacific,Singapore,55,6.65
47.245.59.243,2087,2087,true,NRT,Asia Pacific,Tokyo,448,6.65
8.219.111.175,443,443,true,SIN,Asia Pacific,Singapore,111,6.65
47.245.115.6,443,443,true,SIN,Asia Pacific,Singapore,109,6.65
47.91.14.62,80,80,false,NRT,Asia Pacific,Tokyo,75,6.65
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,10,6.64
47.245.7.212,2053,2053,true,NRT,Asia Pacific,Tokyo,239,6.64
8.209.240.229,2096,2096,true,NRT,Asia Pacific,Tokyo,89,6.64
8.219.72.100,2053,2053,true,SIN,Asia Pacific,Singapore,72,6.64
8.222.152.165,8080,8080,false,SIN,Asia Pacific,Singapore,20,6.64
8.222.214.13,2096,2096,true,SIN,Asia Pacific,Singapore,104,6.64
8.219.170.223,2082,2082,false,SIN,Asia Pacific,Singapore,26,6.64
8.218.136.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,6.64
47.74.27.94,2087,2087,true,NRT,Asia Pacific,Tokyo,295,6.64
8.219.201.245,80,80,false,SIN,Asia Pacific,Singapore,14,6.64
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.64
47.245.110.187,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.64
47.245.57.109,80,80,false,NRT,Asia Pacific,Tokyo,460,6.64
47.74.0.188,2053,2053,true,NRT,Asia Pacific,Tokyo,147,6.64
47.245.11.108,2053,2053,true,NRT,Asia Pacific,Tokyo,151,6.64
47.91.19.249,2083,2083,true,NRT,Asia Pacific,Tokyo,175,6.63
8.219.61.52,2086,2086,false,SIN,Asia Pacific,Singapore,3,6.63
47.245.39.49,8880,8880,false,NRT,Asia Pacific,Tokyo,346,6.63
47.245.37.37,2096,2096,true,NRT,Asia Pacific,Tokyo,283,6.63
47.74.37.50,2083,2083,true,NRT,Asia Pacific,Tokyo,361,6.63
8.209.248.161,8880,8880,false,NRT,Asia Pacific,Tokyo,179,6.63
8.219.157.97,2082,2082,false,SIN,Asia Pacific,Singapore,8,6.63
47.245.39.28,2053,2053,true,NRT,Asia Pacific,Tokyo,234,6.62
8.219.151.193,2082,2082,false,SIN,Asia Pacific,Singapore,6,6.62
8.219.174.213,8443,8443,true,SIN,Asia Pacific,Singapore,54,6.62
8.222.240.10,80,80,false,SIN,Asia Pacific,Singapore,18,6.62
47.91.29.108,8080,8080,false,NRT,Asia Pacific,Tokyo,84,6.62
47.245.87.116,2082,2082,false,SIN,Asia Pacific,Singapore,6,6.62
47.236.0.246,2053,2053,true,SIN,Asia Pacific,Singapore,91,6.62
8.222.219.34,8880,8880,false,SIN,Asia Pacific,Singapore,8,6.61
47.236.15.174,80,80,false,SIN,Asia Pacific,Singapore,14,6.61
8.219.215.214,2095,2095,false,SIN,Asia Pacific,Singapore,68,6.61
8.219.84.214,2083,2083,true,SIN,Asia Pacific,Singapore,173,6.61
8.219.247.203,443,443,true,SIN,Asia Pacific,Singapore,79,6.61
47.245.8.68,2095,2095,false,NRT,Asia Pacific,Tokyo,135,6.61
47.74.26.132,2052,2052,false,NRT,Asia Pacific,Tokyo,182,6.60
47.245.112.34,2053,2053,true,SIN,Asia Pacific,Singapore,40,6.60
47.91.16.198,2087,2087,true,NRT,Asia Pacific,Tokyo,162,6.60
47.74.12.139,2096,2096,true,NRT,Asia Pacific,Tokyo,401,6.60
47.245.126.232,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.60
8.219.57.61,2086,2086,false,SIN,Asia Pacific,Singapore,65,6.60
8.219.15.197,2096,2096,true,SIN,Asia Pacific,Singapore,60,6.60
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,15,6.60
8.219.152.195,2083,2083,true,SIN,Asia Pacific,Singapore,101,6.60
8.219.193.81,80,80,false,SIN,Asia Pacific,Singapore,17,6.60
8.222.200.162,2095,2095,false,SIN,Asia Pacific,Singapore,10,6.60
47.245.2.231,80,80,false,NRT,Asia Pacific,Tokyo,130,6.60
8.222.253.235,2083,2083,true,SIN,Asia Pacific,Singapore,83,6.59
8.219.58.64,2083,2083,true,SIN,Asia Pacific,Singapore,58,6.59
8.222.220.108,2052,2052,false,SIN,Asia Pacific,Singapore,10,6.59
8.219.160.178,2096,2096,true,SIN,Asia Pacific,Singapore,74,6.59
8.219.252.191,2082,2082,false,SIN,Asia Pacific,Singapore,16,6.59
47.74.52.104,2052,2052,false,NRT,Asia Pacific,Tokyo,91,6.59
47.245.87.116,2087,2087,true,SIN,Asia Pacific,Singapore,80,6.59
8.222.235.92,2087,2087,true,SIN,Asia Pacific,Singapore,86,6.58
8.222.181.177,8080,8080,false,SIN,Asia Pacific,Singapore,40,6.58
47.74.34.31,2082,2082,false,NRT,Asia Pacific,Tokyo,100,6.58
47.245.37.89,2087,2087,true,NRT,Asia Pacific,Tokyo,204,6.58
47.74.41.52,80,80,false,NRT,Asia Pacific,Tokyo,222,6.58
8.219.103.57,2053,2053,true,SIN,Asia Pacific,Singapore,57,6.58
8.222.221.163,8880,8880,false,SIN,Asia Pacific,Singapore,28,6.58
47.245.8.185,8443,8443,true,NRT,Asia Pacific,Tokyo,169,6.58
47.236.104.98,443,443,true,SIN,Asia Pacific,Singapore,56,6.58
47.74.16.255,8443,8443,true,NRT,Asia Pacific,Tokyo,138,6.58
8.222.207.208,2083,2083,true,SIN,Asia Pacific,Singapore,89,6.58
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,2,6.58
47.236.11.84,8080,8080,false,SIN,Asia Pacific,Singapore,48,6.57
